precinct_id;new_electorate;total_votes;invalid_votes;valid_votes;A. Socialdemokratiet;B. Radikale Venstre;C. Det Konservative Folkeparti;F. SF - Socialistisk Folkeparti;I. Liberal Alliance;M. Moderaterne;O. Dansk Folkeparti;V. Venstre, Danmarks Liberale Parti;Æ. Danmarksdemokraterne - Inger Støjberg;Ø. Enhedslisten - De Rød-Grønne;Å. Alternativet;Andre
A44002;;;;;;;;;;;;;;;;
A44003;1529;871;14;857;147;42;62;130;58;56;55;157;101;32;17;0
A44004;;;;;;;;;;;;;;;;
A44005;;;;;;;;;;;;;;;;
A44006;;;;;;;;;;;;;;;;
A45001;2053;1115;40;1075;199;39;68;131;70;55;105;187;169;30;22;0
A45002;;;;;;;;;;;;;;;;
A45003;1167;656;17;639;122;20;42;70;39;32;65;105;119;13;12;0
A45004;;;;;;;;;;;;;;;;
A45005;670;392;16;376;58;15;26;32;24;15;44;88;53;7;14;0
A45006;;;;;;;;;;;;;;;;
A45007;;;;;;;;;;;;;;;;
A45008;899;548;19;529;86;23;33;92;27;23;58;82;79;18;8;0
A45009;1039;609;21;588;120;15;41;81;39;32;49;91;84;24;12;0
A45010;956;517;22;495;73;12;26;67;28;22;45;76;119;14;13;0
A45011;;;;;;;;;;;;;;;;
A45012;1116;581;12;569;110;21;36;58;32;32;53;132;77;13;5;0
A45013;;;;;;;;;;;;;;;;
A46101;1527;961;26;935;167;43;80;193;37;40;68;133;93;66;15;0
A46102;;;;;;;;;;;;;;;;
A46103;1684;1016;27;989;188;32;87;174;51;59;77;142;116;50;13;0
A46104;1611;909;24;885;153;36;87;117;52;63;85;133;96;46;17;0
A46105;;;;;;;;;;;;;;;;
A46106;;;;;;;;;;;;;;;;
A46107;1263;751;20;731;111;25;59;126;48;45;76;121;86;19;15;0
A46108;;;;;;;;;;;;;;;;
A46111;;;;;;;;;;;;;;;;
A46112;1801;1117;31;1086;205;61;78;217;70;64;61;169;93;41;27;0
A46113;791;459;18;441;53;23;12;59;25;32;33;88;69;39;8;0
A46114;2238;1273;34;1239;318;41;95;140;76;75;93;183;165;30;23;0
A46115;350;203;5;198;28;8;9;21;7;13;22;43;35;8;4;0
A46116;436;253;11;242;61;10;12;33;12;4;27;30;44;4;5;0
A46117;686;405;8;397;78;14;18;52;16;31;25;72;70;17;4;0
A46118;1515;805;21;784;127;20;47;95;50;61;69;203;96;10;6;0
A46119;1030;647;20;627;90;26;37;100;31;49;56;124;69;35;10;0
A46120;943;532;24;508;93;23;28;74;23;24;44;103;78;14;4;0
A46121;867;508;22;486;69;12;34;63;39;27;42;99;78;13;10;0
A46122;;;;;;;;;;;;;;;;
A46123;;;;;;;;;;;;;;;;
A46124;;;;;;;;;;;;;;;;
A46125;831;526;23;503;66;29;24;111;31;19;45;77;59;32;10;0
A46126;;;;;;;;;;;;;;;;
A46127;59;46;0;46;9;5;0;11;1;6;2;4;4;2;2;0
A46128;;;;;;;;;;;;;;;;
A46129;829;495;10;485;88;19;25;76;24;25;43;77;72;27;9;0
A46130;;;;;;;;;;;;;;;;
A46109;;;;;;;;;;;;;;;;
A46110;2211;1228;41;1187;358;32;86;162;52;49;93;180;97;56;22;0
A47901;1014;610;16;594;113;17;33;99;30;35;56;80;74;40;17;0
A47902;1742;1192;24;1168;133;68;59;295;49;45;51;137;59;210;62;0
A47903;1975;1041;49;992;198;28;55;167;46;49;83;156;126;63;21;0
A47904;2136;1352;28;1324;188;67;65;352;52;48;73;191;80;150;58;0
A47905;942;539;20;519;86;14;43;77;31;37;30;95;63;34;9;0
A47906;1187;643;23;620;134;28;38;89;25;24;57;115;66;32;12;0
A47907;1069;647;21;626;97;26;36;99;27;35;55;124;78;41;8;0
A47908;;;;;;;;;;;;;;;;
A47909;742;407;6;401;58;13;28;41;10;12;40;89;81;24;5;0
A47910;1865;920;32;888;135;18;51;147;45;42;77;174;115;65;19;0
A47911;;;;;;;;;;;;;;;;
A47912;1475;818;17;801;157;38;63;109;45;32;74;141;92;43;7;0
A47913;1158;631;12;619;89;43;31;94;34;34;67;118;54;44;11;0
A47914;1191;732;21;711;136;22;33;117;35;40;74;138;84;21;11;0
A47915;1020;541;14;527;104;24;42;81;30;15;36;95;57;25;18;0
A47916;1503;863;18;845;140;39;58;113;55;49;83;173;98;21;16;0
A47917;776;437;12;425;56;10;49;69;21;12;35;74;75;16;8;0
A47918;77;64;3;61;7;3;1;19;4;2;5;7;3;9;1;0
A47919;;;;;;;;;;;;;;;;
A48001;;;;;;;;;;;;;;;;
A48002;1484;856;23;833;167;34;61;122;31;42;67;122;111;58;18;0
A48003;75;58;0;58;4;1;5;10;1;4;6;16;6;3;2;0
A48004;1609;1055;17;1038;207;48;48;169;45;70;75;172;130;57;17;0
A48005;1292;773;24;749;164;23;36;122;22;31;62;126;99;46;18;0
A48006;1085;634;17;617;121;20;42;92;31;31;36;119;78;39;8;0
A48007;;;;;;;;;;;;;;;;
A48008;;;;;;;;;;;;;;;;
A48009;808;483;14;469;80;26;35;80;21;35;46;50;59;25;12;0
A48010;1571;862;15;847;169;33;57;117;36;49;81;140;110;36;19;0
A48201;1758;917;41;876;159;41;64;125;59;46;88;133;117;28;16;0
A48202;1877;1146;36;1110;242;49;72;225;47;57;83;151;100;57;27;0
A48203;;;;;;;;;;;;;;;;
A48204;1468;995;40;955;196;52;73;134;64;67;70;167;82;27;23;0
A48205;;;;;;;;;;;;;;;;
A49201;2200;1272;28;1244;205;36;147;192;43;68;86;125;202;108;32;0
A49202;;;;;;;;;;;;;;;;
A49203;829;530;2;528;63;9;31;82;7;36;39;64;139;42;16;0
A51001;;;;;;;;;;;;;;;;
A51002;;;;;;;;;;;;;;;;
A51003;;;;;;;;;;;;;;;;
A51004;;;;;;;;;;;;;;;;
A51005;;;;;;;;;;;;;;;;
A51006;2522;1562;39;1523;280;72;146;142;130;111;102;358;120;37;25;0
A51007;;;;;;;;;;;;;;;;
A51008;346;236;7;229;52;9;16;38;18;10;14;46;20;5;1;0
A51009;;;;;;;;;;;;;;;;
A51010;;;;;;;;;;;;;;;;
A51011;;;;;;;;;;;;;;;;
A51012;;;;;;;;;;;;;;;;
A51013;;;;;;;;;;;;;;;;
A51014;1288;788;28;760;142;34;46;70;54;29;82;178;98;18;9;0
A51015;;;;;;;;;;;;;;;;
A51016;;;;;;;;;;;;;;;;
A51017;616;362;14;348;59;11;20;24;22;14;59;67;62;6;4;0
A51018;597;323;15;308;35;6;15;10;28;13;45;78;68;5;5;0
A51019;642;341;12;329;46;6;15;19;32;19;22;99;64;6;1;0
A51020;;;;;;;;;;;;;;;;
A51021;;;;;;;;;;;;;;;;
A51022;;;;;;;;;;;;;;;;
A53001;598;319;7;312;30;8;4;12;16;3;27;107;99;2;4;0
A53002;1457;721;15;706;76;18;34;39;37;29;88;209;161;8;7;0
A53003;1737;998;28;970;155;42;89;99;92;55;89;199;99;34;17;0
A53004;;;;;;;;;;;;;;;;
A53005;855;518;15;503;76;21;30;57;26;27;48;129;74;10;5;0
A53006;;;;;;;;;;;;;;;;
A53007;2332;1127;32;1095;195;31;72;90;60;48;125;269;189;8;8;0
A54001;1579;722;9;713;117;28;44;51;41;33;80;175;114;23;7;0
A54002;;;;;;;;;;;;;;;;
A54003;;;;;;;;;;;;;;;;
A54004;;;;;;;;;;;;;;;;
A54005;2975;1684;46;1638;399;66;124;196;111;99;129;290;147;51;26;0
A54006;2207;1175;37;1138;253;41;83;144;80;60;128;185;95;45;24;0
A54007;1314;695;23;672;97;13;54;36;47;26;66;181;144;2;6;0
A54008;439;269;7;262;42;5;14;27;10;12;25;79;37;5;6;0
A54009;378;170;2;168;20;3;7;8;18;2;15;59;31;2;3;0
A54010;;;;;;;;;;;;;;;;
A54011;373;225;13;212;27;6;15;18;14;9;18;63;35;4;3;0
A54012;785;454;12;442;85;12;35;46;18;18;30;117;64;15;2;0
A54013;2477;1288;28;1260;165;30;98;94;68;37;101;372;269;20;6;0
A54014;949;520;13;507;62;5;37;26;43;13;49;168;98;2;4;0
A54015;515;293;7;286;24;9;22;16;19;10;19;97;62;7;1;0
A54016;583;309;5;304;24;1;17;19;18;6;31;118;66;4;0;0
A54017;1444;865;29;836;91;20;92;59;58;34;58;278;127;10;9;0
A55001;527;330;11;319;36;6;17;28;17;17;27;121;45;4;1;0
A55002;367;209;7;202;18;7;15;15;14;9;24;66;32;1;1;0
A55003;414;205;5;200;26;0;12;20;12;10;23;49;42;4;2;0
A55004;2971;1593;46;1547;255;28;105;115;90;73;125;472;237;28;19;0
A55005;685;365;13;352;46;7;20;31;26;13;37;88;69;11;4;0
A55006;;;;;;;;;;;;;;;;
A55007;748;400;8;392;61;8;18;20;23;10;50;95;94;2;11;0
A55008;632;348;11;337;56;8;22;42;15;14;28;93;43;10;6;0
A55009;409;266;0;266;39;14;18;27;15;21;27;67;31;3;4;0
A55010;;;;;;;;;;;;;;;;
A55011;388;235;3;232;24;1;8;13;19;9;25;90;35;6;2;0
A55012;;;;;;;;;;;;;;;;
A55013;2248;909;30;879;214;42;67;126;72;49;78;138;50;31;12;0
A55014;;;;;;;;;;;;;;;;
A55015;;;;;;;;;;;;;;;;
A55016;;;;;;;;;;;;;;;;
A55017;;;;;;;;;;;;;;;;
A55018;3265;1708;48;1660;300;60;175;197;140;86;113;373;133;58;25;0
A55019;;;;;;;;;;;;;;;;
A55020;2417;1037;43;994;233;46;63;130;46;34;103;145;102;71;21;0
A55021;;;;;;;;;;;;;;;;
A55022;;;;;;;;;;;;;;;;
A56101;;;;;;;;;;;;;;;;
A56102;271;233;3;230;48;7;17;58;9;11;6;31;10;25;8;0
A56103;1573;890;31;859;125;30;80;73;85;37;100;192;104;22;11;0
A56104;;;;;;;;;;;;;;;;
A56105;;;;;;;;;;;;;;;;
A56106;1133;610;17;593;77;18;58;74;68;18;46;153;60;7;14;0
A56112;;;;;;;;;;;;;;;;
A56107;;;;;;;;;;;;;;;;
A56113;;;;;;;;;;;;;;;;
A56108;;;;;;;;;;;;;;;;
A56114;;;;;;;;;;;;;;;;
A56115;;;;;;;;;;;;;;;;
A56116;31;24;0;24;5;2;2;0;0;0;0;6;9;0;0;0
A56109;1084;595;17;578;75;24;33;57;40;24;43;181;86;10;5;0
A56110;;;;;;;;;;;;;;;;
A56111;;;;;;;;;;;;;;;;
A56117;811;534;17;517;77;15;28;55;37;24;31;160;74;10;6;0
A56118;583;376;5;371;46;18;30;35;32;16;30;94;56;7;7;0
A56119;587;353;7;346;31;13;30;24;25;12;19;117;64;7;4;0
A56120;1148;681;20;661;109;15;66;66;64;31;41;156;89;10;14;0
A56121;730;434;14;420;64;9;26;29;22;9;32;154;69;5;1;0
A56122;918;561;12;549;84;15;40;41;43;27;40;155;89;8;7;0
A56123;833;479;13;466;43;12;33;31;22;13;49;156;100;1;6;0
A56124;1616;922;30;892;130;29;66;88;43;43;90;242;134;20;7;0
A56301;553;371;7;364;40;12;41;30;19;19;30;120;33;15;5;0
A56302;;;;;;;;;;;;;;;;
A57301;;;;;;;;;;;;;;;;
A57302;396;259;4;255;39;3;19;25;29;13;22;63;36;4;2;0
A57303;827;520;13;507;72;9;31;24;31;21;41;163;100;5;10;0
A57304;1161;644;13;631;78;12;34;45;51;27;42;198;128;8;8;0
A57305;470;289;11;278;19;4;26;26;15;7;27;101;47;4;2;0
A57306;;;;;;;;;;;;;;;;
A57307;751;428;15;413;38;5;22;12;35;17;36;162;78;4;4;0
A57308;984;613;21;592;59;16;39;47;50;14;51;217;87;6;6;0
A57309;;;;;;;;;;;;;;;;
A57310;1420;832;24;808;102;15;44;60;56;26;43;305;136;10;11;0
A57311;1353;726;20;706;116;27;49;55;50;27;64;189;112;13;4;0
A57312;550;350;10;340;26;9;26;23;21;16;33;120;63;2;1;0
A57313;;;;;;;;;;;;;;;;
A57314;1700;946;25;921;110;25;85;80;49;49;89;212;197;13;12;0
A57315;;;;;;;;;;;;;;;;
A57316;747;415;5;410;29;12;23;18;28;30;40;124;98;2;6;0
A57317;672;343;5;338;38;14;17;27;26;13;43;106;47;4;3;0
A57318;;;;;;;;;;;;;;;;
A57319;1424;792;15;777;76;14;53;35;56;31;84;229;177;11;11;0
A57320;;;;;;;;;;;;;;;;
A57321;614;353;15;338;45;7;16;28;23;8;25;126;55;4;1;0
A57322;;;;;;;;;;;;;;;;
A57323;816;456;8;448;47;10;14;27;27;18;48;160;87;3;7;0
A57501;889;520;11;509;55;7;33;33;32;14;29;218;78;4;6;0
A57502;386;234;4;230;31;9;11;25;14;9;10;87;26;4;4;0
A57503;;;;;;;;;;;;;;;;
A57504;654;372;6;366;47;6;15;27;22;10;19;120;73;22;5;0
A57505;;;;;;;;;;;;;;;;
A57506;489;277;6;271;15;8;24;8;15;8;20;125;46;1;1;0
A57507;1229;680;30;650;99;17;43;53;50;24;68;205;73;14;4;0
A57508;350;229;4;225;14;1;11;18;22;17;15;97;22;6;2;0
A57509;561;329;16;313;29;10;23;25;18;9;56;102;38;2;1;0
A57510;;;;;;;;;;;;;;;;
A57511;515;329;6;323;25;7;19;29;35;18;29;112;38;5;6;0
A57512;;;;;;;;;;;;;;;;
A57513;1030;626;13;613;74;21;57;80;40;23;48;174;72;17;7;0
A57514;1058;604;16;588;99;18;43;56;51;26;53;148;73;10;11;0
A57515;1433;809;29;780;95;31;53;61;70;30;80;194;144;11;11;0
A57516;2012;1408;27;1381;227;106;183;186;102;87;74;260;94;37;25;0
A57517;;;;;;;;;;;;;;;;
A57518;1616;990;29;961;110;33;75;129;72;41;101;192;171;22;15;0
A57519;935;556;15;541;81;21;78;52;38;25;43;126;56;9;12;0
A58001;832;505;14;491;61;20;25;40;40;23;47;125;87;13;10;0
A58002;692;421;15;406;40;15;38;28;24;22;35;123;71;4;6;0
A58003;348;254;7;247;26;10;17;28;24;8;18;67;41;4;4;0
A58004;1175;702;15;687;81;23;58;76;46;19;63;171;115;14;21;0
A58005;;;;;;;;;;;;;;;;
A58006;1221;741;24;717;59;30;53;108;47;32;79;172;89;26;22;0
A58007;1397;891;24;867;163;50;98;122;112;47;58;125;49;24;19;0
A58008;;;;;;;;;;;;;;;;
A58009;1205;816;19;797;85;36;68;96;52;59;65;196;102;28;10;0
A58010;1032;690;27;663;93;27;78;78;45;46;60;136;73;14;13;0
A58011;;;;;;;;;;;;;;;;
A58012;2142;1300;21;1279;158;116;170;113;162;145;61;227;67;37;23;0
A58013;;;;;;;;;;;;;;;;
A58014;1743;1043;27;1016;157;66;119;205;70;59;70;139;52;47;32;0
A58015;;;;;;;;;;;;;;;;
A58016;;;;;;;;;;;;;;;;
A58017;;;;;;;;;;;;;;;;
A58018;1603;1034;25;1009;178;48;123;143;86;67;63;187;82;20;12;0
A60701;1776;1036;26;1010;135;45;99;101;64;66;101;234;122;29;14;0
A60702;1470;964;34;930;126;37;97;96;55;32;69;254;126;28;10;0
A60703;;;;;;;;;;;;;;;;
A60704;846;534;20;514;87;19;46;46;48;16;62;101;57;25;7;0
A60705;;;;;;;;;;;;;;;;
A60706;;;;;;;;;;;;;;;;
A60707;946;609;24;585;72;32;68;67;53;31;50;132;50;20;10;0
A60708;;;;;;;;;;;;;;;;
A61501;;;;;;;;;;;;;;;;
A61502;;;;;;;;;;;;;;;;
A61503;2161;1283;51;1232;259;75;126;229;83;71;79;149;74;63;24;0
A61504;;;;;;;;;;;;;;;;
A61505;;;;;;;;;;;;;;;;
A61506;;;;;;;;;;;;;;;;
A61507;;;;;;;;;;;;;;;;
A61508;549;336;18;318;32;19;32;36;23;14;49;57;49;6;1;0
A61509;;;;;;;;;;;;;;;;
A61510;;;;;;;;;;;;;;;;
A61511;1465;961;22;939;170;53;64;123;71;70;84;185;88;22;9;0
A61512;;;;;;;;;;;;;;;;
A61513;;;;;;;;;;;;;;;;
A61514;;;;;;;;;;;;;;;;
A61515;;;;;;;;;;;;;;;;
A61516;;;;;;;;;;;;;;;;
A61517;;;;;;;;;;;;;;;;
A61518;;;;;;;;;;;;;;;;
A61519;;;;;;;;;;;;;;;;
A61520;;;;;;;;;;;;;;;;
A61521;;;;;;;;;;;;;;;;
A61522;;;;;;;;;;;;;;;;
A62101;;;;;;;;;;;;;;;;
A62102;;;;;;;;;;;;;;;;
A62103;;;;;;;;;;;;;;;;
A62104;;;;;;;;;;;;;;;;
A62105;;;;;;;;;;;;;;;;
A62106;;;;;;;;;;;;;;;;
A62107;;;;;;;;;;;;;;;;
A62108;;;;;;;;;;;;;;;;
A62109;786;441;12;429;41;18;40;40;21;16;55;107;74;8;9;0
A62110;911;523;14;509;87;17;42;60;29;26;49;109;73;7;10;0
A62111;;;;;;;;;;;;;;;;
A62112;135;88;2;86;9;1;8;7;5;1;8;21;24;2;0;0
A62113;;;;;;;;;;;;;;;;
A62114;;;;;;;;;;;;;;;;
A62115;1181;694;19;675;95;18;56;64;32;32;80;173;89;27;9;0
A63020;919;499;17;482;56;16;35;54;27;29;61;108;64;26;6;0
A63021;716;415;8;407;66;15;43;32;29;31;42;87;53;6;3;0
A63022;1158;710;24;686;117;27;57;64;52;26;62;212;50;12;7;0
A63023;1414;672;26;646;115;21;45;56;43;24;80;134;110;15;3;0
A63024;927;512;19;493;82;14;26;36;28;21;57;124;90;7;8;0
A63025;698;373;9;364;44;11;27;35;17;18;71;73;58;4;6;0
A63026;;;;;;;;;;;;;;;;
A63027;1760;1020;33;987;132;27;59;76;81;53;91;284;154;25;5;0
A63028;763;431;11;420;48;11;16;24;32;18;42;151;68;8;2;0
A63029;2304;1198;37;1161;192;30;71;108;94;51;116;320;154;17;8;0
A63030;554;285;7;278;42;9;14;16;12;5;43;76;50;10;1;0
A63031;329;192;5;187;15;9;13;15;12;5;7;74;34;3;0;0
A63032;;;;;;;;;;;;;;;;
A63033;;;;;;;;;;;;;;;;
A63034;;;;;;;;;;;;;;;;
A63001;;;;;;;;;;;;;;;;
A63002;;;;;;;;;;;;;;;;
A63003;;;;;;;;;;;;;;;;
A63004;;;;;;;;;;;;;;;;
A63005;;;;;;;;;;;;;;;;
A63006;;;;;;;;;;;;;;;;
A63007;;;;;;;;;;;;;;;;
A63008;;;;;;;;;;;;;;;;
A63009;;;;;;;;;;;;;;;;
A63010;542;366;6;360;39;36;31;90;20;23;18;42;22;26;13;0
A63011;;;;;;;;;;;;;;;;
A63012;;;;;;;;;;;;;;;;
A63013;;;;;;;;;;;;;;;;
A63014;;;;;;;;;;;;;;;;
A63015;;;;;;;;;;;;;;;;
A63016;;;;;;;;;;;;;;;;
A63017;3423;2163;40;2123;378;151;207;337;152;177;129;294;151;94;53;0
A63018;504;365;7;358;54;30;14;83;12;6;17;56;25;35;26;0
A63019;;;;;;;;;;;;;;;;
A65701;;;;;;;;;;;;;;;;
A65702;;;;;;;;;;;;;;;;
A65703;;;;;;;;;;;;;;;;
A65704;;;;;;;;;;;;;;;;
A65705;;;;;;;;;;;;;;;;
A65706;;;;;;;;;;;;;;;;
A65707;;;;;;;;;;;;;;;;
A65708;1578;1004;21;983;117;96;78;263;77;49;39;91;22;97;54;0
A65709;;;;;;;;;;;;;;;;
A65710;;;;;;;;;;;;;;;;
A65711;843;533;11;522;71;38;38;91;41;39;36;67;58;28;15;0
A65712;1532;979;24;955;173;61;71;178;47;48;52;138;110;56;21;0
A65713;;;;;;;;;;;;;;;;
A65714;;;;;;;;;;;;;;;;
A65715;;;;;;;;;;;;;;;;
A65716;;;;;;;;;;;;;;;;
A65717;;;;;;;;;;;;;;;;
A65718;;;;;;;;;;;;;;;;
A65719;;;;;;;;;;;;;;;;
A65720;;;;;;;;;;;;;;;;
A65721;;;;;;;;;;;;;;;;
A65722;;;;;;;;;;;;;;;;
A65723;;;;;;;;;;;;;;;;
A65724;;;;;;;;;;;;;;;;
A65725;;;;;;;;;;;;;;;;
A65726;;;;;;;;;;;;;;;;
A66101;;;;;;;;;;;;;;;;
A66102;;;;;;;;;;;;;;;;
A66103;3146;2094;32;2062;237;108;121;465;85;135;105;298;223;205;80;0
A66104;;;;;;;;;;;;;;;;
A66105;;;;;;;;;;;;;;;;
A66106;;;;;;;;;;;;;;;;
A66107;;;;;;;;;;;;;;;;
A66108;2682;1564;48;1516;233;71;98;291;89;70;115;196;226;78;49;0
A66109;;;;;;;;;;;;;;;;
A66110;;;;;;;;;;;;;;;;
A66501;109;74;3;71;10;3;6;11;2;5;5;11;5;12;1;0
A66502;1889;951;26;925;164;30;38;121;49;34;100;190;146;30;23;0
A66503;;;;;;;;;;;;;;;;
A66504;;;;;;;;;;;;;;;;
A66505;1611;800;17;783;100;20;50;99;37;40;81;186;126;35;9;0
A66506;;;;;;;;;;;;;;;;
A66507;1887;970;27;943;202;26;36;133;48;49;119;128;156;29;17;0
A66508;;;;;;;;;;;;;;;;
A66509;1363;742;13;729;126;26;46;111;46;42;64;132;84;44;8;0
A67101;1111;559;12;547;108;10;17;52;27;28;48;80;156;16;5;0
A67102;861;446;9;437;64;11;15;49;41;12;54;42;119;18;12;0
A67103;1076;566;22;544;94;10;22;41;29;31;55;69;177;10;6;0
A67104;1997;1062;25;1037;186;36;57;130;75;51;101;199;143;46;13;0
A67105;1152;634;11;623;112;25;36;62;54;29;71;85;123;21;5;0
A67106;1047;564;16;548;91;15;15;51;22;18;71;78;155;20;12;0
A70601;;;;;;;;;;;;;;;;
A70602;;;;;;;;;;;;;;;;
A70603;;;;;;;;;;;;;;;;
A70604;1978;1039;34;1005;206;41;80;106;78;44;115;152;143;24;16;0
A70605;634;311;7;304;42;9;11;26;18;17;47;44;78;6;6;0
A70606;;;;;;;;;;;;;;;;
A70607;;;;;;;;;;;;;;;;
A70608;;;;;;;;;;;;;;;;
A70701;2823;1272;42;1230;277;43;94;252;79;69;114;122;71;83;26;0
A70702;;;;;;;;;;;;;;;;
A70703;;;;;;;;;;;;;;;;
A70704;644;411;11;400;58;20;35;45;26;25;44;57;69;16;5;0
A70705;909;485;18;467;72;15;40;28;33;22;64;76;96;17;4;0
A70706;1000;564;18;546;88;20;37;74;46;23;63;70;106;12;7;0
A70707;1803;1088;30;1058;188;41;79;131;63;66;78;191;166;31;24;0
A70708;;;;;;;;;;;;;;;;
A70709;;;;;;;;;;;;;;;;
A70710;;;;;;;;;;;;;;;;
A71001;;;;;;;;;;;;;;;;
A71002;;;;;;;;;;;;;;;;
A71003;;;;;;;;;;;;;;;;
A71004;;;;;;;;;;;;;;;;
A71005;;;;;;;;;;;;;;;;
A71006;758;421;8;413;75;20;18;52;27;27;44;52;70;22;6;0
A71007;;;;;;;;;;;;;;;;
A71008;;;;;;;;;;;;;;;;
A71009;1567;1042;39;1003;161;67;103;139;94;63;72;133;123;26;22;0
A71010;;;;;;;;;;;;;;;;
A71011;1450;895;15;880;116;61;52;148;63;52;66;131;131;32;28;0
A71012;;;;;;;;;;;;;;;;
A71013;;;;;;;;;;;;;;;;
A71014;1325;887;11;876;118;72;56;142;78;58;57;127;95;46;27;0
A72701;;;;;;;;;;;;;;;;
A72702;2624;1495;37;1458;251;59;146;149;108;58;122;245;259;42;19;0
A72703;1424;859;28;831;146;35;74;129;55;29;85;96;128;41;13;0
A72704;;;;;;;;;;;;;;;;
A72705;894;497;15;482;61;16;54;48;21;20;63;99;76;20;4;0
A72706;881;471;12;459;70;38;37;63;30;27;30;75;38;36;15;0
A72707;;;;;;;;;;;;;;;;
A72708;345;239;2;237;27;10;16;31;16;20;9;47;36;15;10;0
A72709;;;;;;;;;;;;;;;;
A72710;982;637;6;631;92;56;45;133;28;39;30;115;41;35;17;0
A73016;;;;;;;;;;;;;;;;
A73017;822;488;18;470;78;21;38;68;21;25;33;75;66;28;17;0
A73018;987;594;15;579;113;33;45;91;29;22;38;87;74;33;14;0
A73001;965;606;13;593;91;42;34;90;35;34;35;114;59;42;17;0
A73002;119;100;4;96;4;9;9;16;5;9;1;28;5;6;4;0
A73003;59;48;1;47;12;1;1;3;5;4;3;5;12;0;1;0
A73004;;;;;;;;;;;;;;;;
A73005;335;246;1;245;34;13;18;51;9;16;15;34;19;32;4;0
A73006;1735;1090;22;1068;129;80;88;170;79;90;56;194;93;57;32;0
A73007;;;;;;;;;;;;;;;;
A73008;1442;1132;17;1115;146;113;80;348;61;63;21;104;41;90;48;0
A73009;;;;;;;;;;;;;;;;
A73010;;;;;;;;;;;;;;;;
A73011;;;;;;;;;;;;;;;;
A73019;;;;;;;;;;;;;;;;
A73020;;;;;;;;;;;;;;;;
A73021;;;;;;;;;;;;;;;;
A73022;;;;;;;;;;;;;;;;
A73023;;;;;;;;;;;;;;;;
A73012;;;;;;;;;;;;;;;;
A73013;;;;;;;;;;;;;;;;
A73024;;;;;;;;;;;;;;;;
A73014;;;;;;;;;;;;;;;;
A73015;145;103;1;102;17;7;5;21;3;10;5;15;9;8;2;0
A73025;;;;;;;;;;;;;;;;
A73026;;;;;;;;;;;;;;;;
A73027;;;;;;;;;;;;;;;;
A73028;;;;;;;;;;;;;;;;
A73029;;;;;;;;;;;;;;;;
A73030;;;;;;;;;;;;;;;;
A74001;;;;;;;;;;;;;;;;
A74002;2983;1804;49;1755;328;105;217;254;137;123;111;251;104;90;35;0
A74003;;;;;;;;;;;;;;;;
A74004;1355;838;17;821;72;53;88;97;54;49;71;168;125;30;14;0
A74005;853;587;8;579;65;29;32;119;40;35;39;88;80;32;20;0
A74006;2815;1693;44;1649;272;85;150;209;123;88;127;310;192;57;36;0
A74007;;;;;;;;;;;;;;;;
A74008;2575;1527;35;1492;225;93;120;224;91;97;139;254;140;75;34;0
A74009;;;;;;;;;;;;;;;;
A74010;536;396;11;385;54;33;27;75;17;13;32;56;41;25;12;0
A74011;1233;427;17;410;96;21;23;59;24;14;41;22;27;61;22;0
A74012;387;246;10;236;38;8;22;24;20;16;30;41;21;7;9;0
A74013;;;;;;;;;;;;;;;;
A74014;2933;1540;53;1487;266;57;192;155;96;67;117;269;223;30;15;0
A74015;1446;905;24;881;74;27;165;58;73;43;76;221;118;11;15;0
A74016;1181;755;15;740;79;48;112;64;61;62;72;162;53;16;11;0
A74017;458;264;11;253;32;12;14;25;18;6;31;56;54;1;4;0
A74018;917;523;23;500;76;13;53;62;46;36;55;88;54;15;2;0
A74019;;;;;;;;;;;;;;;;
A74020;1231;674;24;650;81;26;44;92;39;31;63;144;101;22;7;0
A74021;1060;610;19;591;63;15;48;81;45;38;52;135;84;16;14;0
A74022;;;;;;;;;;;;;;;;
A74023;1294;780;16;764;91;45;70;91;75;38;55;184;72;30;13;0
A74024;;;;;;;;;;;;;;;;
A74025;;;;;;;;;;;;;;;;
A74026;2006;1142;37;1105;148;33;83;124;74;57;121;264;154;26;21;0
A74027;1395;860;26;834;103;30;110;86;72;32;71;223;92;8;7;0
A74028;2387;1294;42;1252;199;43;95;112;98;82;117;255;210;27;14;0
A74029;1147;635;19;616;80;32;37;67;43;42;74;122;93;17;9;0
A74030;988;549;24;525;67;11;33;49;37;22;68;108;102;12;16;0
A74101;709;393;17;376;66;7;28;36;28;21;38;83;53;9;7;0
A74102;;;;;;;;;;;;;;;;
A74601;;;;;;;;;;;;;;;;
A74602;;;;;;;;;;;;;;;;
A74603;1369;871;25;846;111;31;44;106;43;36;73;211;147;29;15;0
A74604;928;490;10;480;36;15;17;55;48;10;50;136;93;16;4;0
A74605;;;;;;;;;;;;;;;;
A74606;;;;;;;;;;;;;;;;
A74607;1250;681;21;660;76;10;66;86;34;30;51;188;114;2;3;0
A74608;;;;;;;;;;;;;;;;
A74609;1572;909;20;889;143;41;79;139;107;35;50;163;96;16;20;0
A74610;1259;821;22;799;113;36;76;86;81;24;65;175;119;15;9;0
A74611;1345;838;14;824;137;24;41;152;51;27;57;192;113;25;5;0
A74612;;;;;;;;;;;;;;;;
A75101;1573;1016;24;992;96;38;88;114;92;35;62;283;167;8;9;0
